timestamp,solar_irradiation,wind_speed,pv_generation,wind_generation,total_generation,month,hour,season
2023-01-01 00:00:00,490.1006911705069,6.667615908835452,64.6932912345069,135.34867574657596,200.04196698108285,1,0,1
2023-01-01 01:00:00,512.2317097311866,6.232786317766867,67.61458568451663,92.69012448417809,160.30471016869473,1,1,1
2023-01-01 02:00:00,577.1165730715522,7.894077486469641,76.1793876454449,321.5992229418847,397.7786105873296,1,2,1
2023-01-01 03:00:00,680.3334849822653,9.621303026303735,89.80402001765901,796.4029485868225,886.2069686044815,1,3,1
2023-01-01 04:00:00,814.8483834906222,7.303365424802476,107.55998662076212,218.63875516706537,326.1987417878275,1,4,1
2023-01-01 05:00:00,971.4943005596583,7.503190896472968,128.2372476738749,250.532193272417,378.76944094629187,1,5,1
2023-01-01 06:00:00,1139.5960758107371,10.29136390257969,150.4266820070173,1063.4786826091317,1213.905364616149,1,6,1
2023-01-01 07:00:00,1307.697851061816,9.005548425626102,172.6161163401597,594.2380912727359,766.8542076128956,1,7,1
2023-01-01 08:00:00,1464.3437681308524,6.950383907985052,193.29337739327252,169.12989442958354,362.42327182285607,1,8,1
2023-01-01 09:00:00,1598.858666639209,8.150598307070645,211.0493439963756,374.8655317660222,585.9148757623977,1,9,1
2023-01-01 10:00:00,1702.075578549922,6.227418140099909,224.6739763685897,92.22914325892893,316.90311962751866,1,10,1
2023-01-01 11:00:00,1766.960441890288,5.741588139168259,233.238778329518,56.53392065084642,289.7726989803644,1,11,1
2023-01-01 12:00:00,1789.0914604509676,6.2854880866676535,236.16007277952772,97.29760667217978,333.4576794517075,1,12,1
2023-01-01 13:00:00,1766.960441890288,2.5349862221268644,233.238778329518,0.0,233.238778329518,1,13,1
2023-01-01 14:00:00,1702.075578549922,2.335167930549054,224.6739763685897,0.0,224.6739763685897,1,14,1
2023-01-01 15:00:00,1598.858666639209,3.6648998230840495,211.0493439963756,0.8064382518784031,211.855782248254,1,15,1
2023-01-01 16:00:00,1464.3437681308524,2.67124719124809,193.29337739327252,0.0,193.29337739327252,1,16,1
2023-01-01 17:00:00,1307.697851061816,4.462064025633377,172.6161163401597,8.574358572283774,181.19047491244348,1,17,1
2023-01-01 18:00:00,1139.5960758107371,2.560508566036786,150.4266820070173,0.0,150.4266820070173,1,18,1
2023-01-01 19:00:00,971.4943005596583,1.8722374747375286,128.2372476738749,0.0,128.2372476738749,1,19,1
2023-01-01 20:00:00,814.8483834906222,6.388967025132056,107.55998662076212,106.78358490871096,214.34357152947308,1,20,1
2023-01-01 21:00:00,680.3334849822653,4.169666666215704,89.80402001765901,4.390245509223733,94.19426552688275,1,21,1
2023-01-01 22:00:00,577.1165730715522,5.023836986350488,76.1793876454449,22.74202082835902,98.92140847380392,1,22,1
2023-01-01 23:00:00,512.2317097311866,3.267784309793374,67.61458568451663,0.052681465551892195,67.66726715006853,1,23,1
2023-01-02 00:00:00,484.0586250982851,5.0543592141986355,63.895738512973644,23.786558965018358,87.682297477992,1,0,1
2023-01-02 01:00:00,506.2029248038609,6.5549552757562495,66.81878607410964,123.25509799177173,190.07388406588137,1,1,1
2023-01-02 02:00:00,571.1267264908381,5.144442934852955,75.38872789679061,27.054900986946322,102.44362888373693,1,2,1
2023-01-02 03:00:00,674.405580365905,7.848693890878012,89.02153660829947,312.73520154583565,401.7567381541351,1,3,1
2023-01-02 04:00:00,809.0012032138516,6.70202607367708,106.7881588242284,139.19411912058183,245.98227794481022,1,4,1
2023-01-02 05:00:00,965.7411257673734,7.36524432887463,127.4778286012933,228.20656698438555,355.6843955856788,1,5,1
2023-01-02 06:00:00,1133.9437813294178,6.968373382642314,149.68057913548313,171.4510113789758,321.13159051445894,1,6,1
2023-01-02 07:00:00,1302.146436891462,10.581202230327952,171.88332966967297,1195.4095263347544,1367.2928560044274,1,7,1
2023-01-02 08:00:00,1458.886359444984,7.5827382714483855,192.57299944673787,264.04480734286716,456.617806789605,1,8,1
2023-01-02 09:00:00,1593.4819822929303,5.698580469925654,210.33962166266676,53.91487296692789,264.25449462959466,1,9,1
2023-01-02 10:00:00,1696.7608361679972,8.104750669141193,223.97243037417564,364.9438686524582,588.9162990266339,1,10,1
2023-01-02 11:00:00,1761.6846378549747,4.5573059162349185,232.54237219685666,10.361539044012943,242.9039112408696,1,11,1
2023-01-02 12:00:00,1783.8289375605502,6.184228693493543,235.46541975799263,88.57582822690097,324.04124798489363,1,12,1
2023-01-02 13:00:00,1761.6846378549747,2.4137900249617044,232.54237219685666,0.0,232.54237219685666,1,13,1
2023-01-02 14:00:00,1696.7608361679972,2.8786542276387643,223.97243037417564,0.0,223.97243037417564,1,14,1
2023-01-02 15:00:00,1593.4819822929303,4.752011592417,210.33962166266676,14.75412279181723,225.09374445448398,1,15,1
2023-01-02 16:00:00,1458.886359444984,5.246582363410647,192.57299944673787,31.107814666665096,223.68081411340296,1,16,1
2023-01-02 17:00:00,1302.146436891462,4.196134070193229,171.88332966967297,4.695069763908381,176.57839943358135,1,17,1
2023-01-02 18:00:00,1133.9437813294178,3.6974608774040485,149.68057913548313,0.9308121053918621,150.61139124087498,1,18,1
2023-01-02 19:00:00,965.7411257673734,3.487426105024339,127.4778286012933,0.317708491226617,127.79553709251991,1,19,1
2023-01-02 20:00:00,809.0012032138516,1.9210995078663906,106.7881588242284,0.0,106.7881588242284,1,20,1
2023-01-02 21:00:00,674.405580365905,3.3769534260212515,89.02153660829947,0.14694863350923063,89.1684852418087,1,21,1
2023-01-02 22:00:00,571.1267264908381,4.179975144546727,75.38872789679061,4.5073475335735615,79.89607543036418,1,22,1
2023-01-02 23:00:00,506.2029248038609,6.93897855010974,66.81878607410964,167.6692087596672,234.48799483377684,1,23,1
2023-01-03 00:00:00,477.9477082480976,6.334787602255314,63.089097488748884,101.7435770091257,164.8326744978746,1,0,1
2023-01-03 01:00:00,500.1063518382127,3.692438025063562,66.01403844264408,0.9108465012342392,66.92488494387831,1,1,1
2023-01-03 02:00:00,565.0722076667811,7.3054861219948135,74.5895314120151,218.96214982267944,293.55168123469457,1,2,1
2023-01-03 03:00:00,668.4179600202392,6.655950309651241,88.23117072267158,134.0612672411218,222.2924379637934,1,3,1
2023-01-03 04:00:00,803.1007666626297,6.53602797501256,106.00930119946712,121.29685597774976,227.30615717721687,1,4,1
2023-01-03 05:00:00,959.9422168951348,8.66872625374206,126.71237263015779,499.7570424478575,626.4694150780152,1,5,1
2023-01-03 06:00:00,1128.2538250771615,9.365859451646548,148.92950491018533,707.73977696596,856.6692818761453,1,6,1
2023-01-03 07:00:00,1296.565433259188,9.148131999155055,171.1466371902128,637.5760822703403,808.7227194605531,1,7,1
2023-01-03 08:00:00,1453.4068834916934,6.2925846906375416,191.84970862090356,97.92945351119991,289.77916213210347,1,8,1
2023-01-03 09:00:00,1588.0896901340839,6.769755166498895,209.62783909769905,146.97446994716623,356.60230904486525,1,9,1
2023-01-03 10:00:00,1691.4354424875419,7.316255315007967,223.26947840835552,220.60931482483107,443.87879323318657,1,10,1
2023-01-03 11:00:00,1756.4012983161103,7.800315948791202,231.84497137772655,303.46732460340155,535.312295981128,1,11,1
2023-01-03 12:00:00,1778.5599419062255,5.100598811134686,234.76991233162178,25.429148231955285,260.19906056357706,1,12,1
2023-01-03 13:00:00,1756.4012983161103,5.023233612701854,231.84497137772655,22.721686415635393,254.56665779336194,1,13,1
